cgpa,backlogs,college_tier,country,university_ranking_band,internship_count,aptitude_score,communication_score,specialization,industry,internship_quality_score,placement_status
6.670805484,2,Tier 2,Germany,300+,5,90.24740757,61.5961496,Data Science,Healthcare,5.921407,Not Placed
6.928612677,0,Tier 2,USA,300+,4,100,59.23387518,Cybersecurity,Manufacturing,6.226987176,Placed
6.969943484,2,Tier 1,Canada,Top 100,1,34.21723845,66.99931127,Cloud,Manufacturing,4.483846478,Placed
5.615038957,3,Tier 3,Canada,100-300,2,79.98805035,88.20622713,Cloud,Healthcare,4.827632496,Not Placed
8.195950582,3,Tier 1,UK,Top 100,1,66.71799435,77.60676034,Cloud,Other,3.094748761,Placed
7.033060506,0,Tier 2,India,300+,2,63.75708215,65.28871676,Core CS,Consulting,4.179888614,Placed
7.354401704,1,Tier 3,USA,300+,3,51.98118357,100,AI/ML,Tech,5.679881776,Placed
7.761239816,1,Tier 1,Germany,Top 100,3,70.85567695,83.89957731,AI/ML,Other,4.247172051,Placed
6.183070034,0,Tier 2,UK,300+,0,34.24723168,75.05222047,Core CS,Finance,2.911357529,Not Placed
7.378777519,0,Tier 2,Canada,100-300,4,83.08090222,66.89109218,Data Science,Consulting,3.76074803,Placed
6.785887127,4,Tier 1,Germany,100-300,0,100,48.50219602,Core CS,Finance,2.752545345,Not Placed
7.67741662,0,Tier 3,UK,Top 100,1,61.51707415,95.59748506,Cybersecurity,Healthcare,3.621426632,Placed
5.298218064,2,Tier 2,UK,Top 100,1,46.73252303,100,Cloud,Manufacturing,5.695360294,Not Placed
6.92072456,1,Tier 2,India,Top 100,0,48.0171413,81.67906162,Core CS,Consulting,7.105227738,Placed
6.517743475,2,Tier 1,UK,100-300,2,63.6336146,60.86535531,AI/ML,Finance,7.393027028,Placed
7.345810361,2,Tier 1,USA,300+,1,49.60641506,62.55959304,Data Science,Manufacturing,4.799866741,Placed
7.37603535,1,Tier 1,India,Top 100,0,68.99314392,55.74619604,AI/ML,Consulting,4.926515595,Placed
6.433899284,2,Tier 1,India,100-300,0,76.96547676,77.29897492,Core CS,Tech,5.969333178,Placed
6.430260909,0,Tier 2,Canada,Top 100,1,64.14191635,67.75973287,Core CS,Finance,2.936095175,Placed
6.911467705,0,Tier 2,Canada,300+,0,67.53996464,50.98120432,Core CS,Consulting,3.766009441,Not Placed
6.282686218,0,Tier 1,USA,Top 100,3,79.67050225,69.9460017,Core CS,Manufacturing,3.752472498,Placed
7.673586956,1,Tier 1,Germany,Top 100,0,64.11704712,48.03827964,Cybersecurity,Healthcare,7.25131436,Placed
6.70463424,0,Tier 2,USA,Top 100,2,90.39164723,84.12763187,Core CS,Tech,4.16812658,Placed
4.674409425,3,Tier 3,India,Top 100,1,81.11064765,88.18047096,Cybersecurity,Other,6.112611959,Not Placed
6.700142355,2,Tier 2,Canada,100-300,4,73.20491603,93.39148347,AI/ML,Manufacturing,3.860978143,Placed
6.169164943,1,Tier 1,USA,Top 100,1,69.68509197,71.25992826,Cloud,Other,3.163318982,Not Placed
5.694979348,3,Tier 3,Canada,100-300,4,74.51243659,58.56802066,AI/ML,Finance,7.158029816,Placed
6.010058689,1,Tier 3,USA,300+,4,86.22689248,31.24839938,Cloud,Other,4.988442896,Not Placed
7.087526777,1,Tier 2,USA,300+,1,68.65067254,76.90537469,Core CS,Finance,3.980523211,Not Placed
8.062912663,0,Tier 2,UK,300+,3,81.81039497,68.21786028,Core CS,Consulting,2.751180826,Placed
7.250547579,1,Tier 2,USA,300+,2,79.803282,100,Cloud,Other,4.200757634,Not Placed
6.514797289,1,Tier 3,Canada,300+,2,47.24691737,80.4697164,Core CS,Finance,7.604254044,Placed
7.364723356,0,Tier 2,USA,300+,1,90.04200719,63.85612766,Data Science,Tech,4.55962355,Placed
6.632727752,2,Tier 3,Germany,100-300,1,67.35354027,73.41433519,AI/ML,Other,1.093250573,Not Placed
6.444319705,1,Tier 1,UK,300+,4,52.41439719,79.98888902,Cybersecurity,Consulting,4.21409431,Not Placed
6.076509865,1,Tier 2,USA,300+,1,84.83772134,96.78553222,AI/ML,Consulting,5.921076293,Placed
5.598536955,1,Tier 3,Germany,300+,4,69.1562755,69.83081599,Core CS,Manufacturing,4.162939727,Placed
6.688061035,1,Tier 3,Canada,300+,0,55.18334855,64.69981908,Core CS,Finance,5.748634135,Not Placed
7.126442792,0,Tier 3,Germany,100-300,1,81.99651671,40.51519757,Data Science,Manufacturing,5.649065752,Placed
6.922701064,2,Tier 3,UK,100-300,2,68.29116991,68.92579495,Core CS,Tech,4.589749469,Placed
6.667226458,1,Tier 3,Canada,100-300,5,68.8248247,66.84929312,Cloud,Finance,3.767108851,Placed
6.243403151,1,Tier 2,USA,100-300,2,76.34495245,54.10993604,Data Science,Other,3.96532376,Not Placed
7.486596953,1,Tier 2,USA,300+,2,43.74324372,52.29154237,Core CS,Other,4.430130274,Placed
5.946294464,3,Tier 2,Germany,300+,1,76.17720046,36.5956283,Cybersecurity,Finance,2.299017207,Not Placed
7.620822331,1,Tier 2,USA,300+,0,82.61568676,46.49438502,Cybersecurity,Other,5.898739718,Not Placed
6.198226385,1,Tier 2,Canada,100-300,1,72.29433463,49.10723112,Cloud,Other,3.725120736,Placed
6.39805181,5,Tier 2,Canada,100-300,3,71.5145099,49.54368475,Data Science,Finance,6.492358408,Not Placed
5.826571848,2,Tier 1,USA,300+,4,92.42776165,65.42766523,Cloud,Consulting,6.580617027,Placed
6.598878282,0,Tier 1,Germany,100-300,1,47.2439347,81.1205911,Core CS,Other,4.254606571,Placed
7.780249967,2,Tier 3,USA,100-300,1,79.36815233,64.90912987,AI/ML,Healthcare,5.179425362,Placed
7.412502471,0,Tier 1,India,Top 100,0,75.35266949,42.01683072,Core CS,Healthcare,4.315533841,Placed
7.78273769,2,Tier 1,USA,300+,1,48.99202646,59.46941134,AI/ML,Finance,2.927172988,Placed
7.417714037,3,Tier 2,UK,300+,2,69.83533303,58.04194416,Cloud,Tech,4.251008071,Placed
6.117064137,1,Tier 1,USA,100-300,2,82.35946287,88.51262943,Core CS,Manufacturing,4.730478278,Placed
6.735368621,1,Tier 2,India,100-300,2,79.16680911,62.73657905,Data Science,Consulting,5.747623691,Not Placed
6.375840697,1,Tier 1,UK,300+,1,67.89655322,72.84549095,Cloud,Other,7.524630879,Placed
8.064459923,1,Tier 1,Germany,100-300,2,60.44213143,84.36620645,AI/ML,Healthcare,4.383348765,Placed
6.042569083,3,Tier 3,UK,300+,1,71.89325915,68.54160164,AI/ML,Other,3.412734015,Not Placed
7.714958152,1,Tier 3,Canada,Top 100,0,67.76944837,76.19364609,AI/ML,Manufacturing,6.547639434,Placed
7.714363096,1,Tier 1,India,300+,1,76.05120804,65.24823302,Cybersecurity,Tech,1.087674446,Not Placed
8.463696161,0,Tier 2,Canada,100-300,0,59.88256749,58.42519969,Cybersecurity,Finance,3.937455656,Not Placed
6.672250726,0,Tier 2,Canada,300+,1,67.77834205,66.1307692,Cloud,Consulting,6.582731206,Not Placed
7.569857728,2,Tier 3,UK,100-300,2,84.50399957,68.38642479,AI/ML,Tech,3.745125637,Not Placed
8.825321469,0,Tier 2,UK,300+,1,88.12022552,54.48351185,AI/ML,Healthcare,4.735075884,Placed
6.505886658,2,Tier 1,Canada,Top 100,1,55.49223593,70.13497644,Cybersecurity,Finance,4.837864116,Not Placed
5.771967802,2,Tier 2,Germany,100-300,2,51.28888085,80.00266455,Core CS,Manufacturing,5.64560914,Placed
5.495991973,1,Tier 2,USA,300+,2,37.95534428,58.92286385,AI/ML,Other,4.479684043,Not Placed
7.570169623,3,Tier 1,USA,100-300,4,64.42767052,36.23779915,Core CS,Finance,5.082831414,Placed
5.493479834,2,Tier 2,India,300+,1,96.06481175,84.81889559,AI/ML,Healthcare,4.025819233,Not Placed
6.702144758,1,Tier 3,UK,300+,0,78.25266499,64.44044883,Data Science,Consulting,4.488618792,Placed
7.34985055,1,Tier 2,USA,Top 100,5,83.04531144,68.27139245,Core CS,Manufacturing,3.840249315,Not Placed
7.148140429,0,Tier 1,Germany,100-300,1,70.85887779,92.51595703,Cybersecurity,Tech,3.484514067,Placed
7.340355891,2,Tier 3,India,300+,1,79.84665487,59.73136514,Data Science,Other,6.98398068,Not Placed
7.177831885,1,Tier 3,UK,300+,1,62.78437523,60.66028363,Core CS,Healthcare,4.045494633,Not Placed
8.023092651,0,Tier 2,USA,Top 100,3,72.59386824,58.40382015,Data Science,Healthcare,4.983249021,Placed
6.238146895,2,Tier 2,Canada,100-300,1,78.78845758,90.8826271,Cybersecurity,Manufacturing,6.211175994,Not Placed
6.458403889,1,Tier 2,Germany,Top 100,3,89.6375646,58.10456165,Cybersecurity,Finance,1.729411934,Not Placed
6.381872444,2,Tier 1,Germany,300+,0,77.15166112,41.48499152,Data Science,Consulting,2.560113801,Not Placed
7.664153449,2,Tier 2,UK,100-300,1,69.71025248,64.69199308,Data Science,Finance,5.144749197,Not Placed
7.720318871,2,Tier 3,Germany,100-300,3,54.84003961,80.11567174,Cybersecurity,Manufacturing,5.211147322,Placed
7.360980255,1,Tier 2,UK,300+,1,65.65390858,52.39336181,Data Science,Manufacturing,2.749800199,Placed
7.946794934,2,Tier 1,Germany,300+,5,76.97792877,60.79872019,AI/ML,Healthcare,2.512706171,Placed
6.057567306,1,Tier 1,USA,100-300,4,66.24872811,85.13374624,Cloud,Consulting,2.46567669,Placed
8.333779289,1,Tier 2,UK,100-300,1,54.52771645,69.82614712,Core CS,Healthcare,5.834368109,Placed
8.218590897,0,Tier 1,Germany,300+,2,79.31337557,45.23643345,Cybersecurity,Healthcare,6.525604748,Placed
7.588497598,1,Tier 2,USA,300+,1,69.29417557,90.22300763,Cloud,Healthcare,5.44857803,Placed
8.425439127,0,Tier 2,USA,300+,1,58.77750869,46.86612585,AI/ML,Other,2.701168489,Placed
5.674701434,6,Tier 1,USA,100-300,3,37.19663178,66.68684971,Cybersecurity,Tech,2.676651294,Not Placed
6.580441491,0,Tier 2,UK,100-300,0,70.57830714,84.54071008,Cloud,Other,4.553193937,Placed
6.411757231,0,Tier 2,UK,Top 100,0,64.06891275,61.18428633,Cloud,Healthcare,4.801386539,Placed
7.577183459,0,Tier 2,Germany,300+,0,100,76.67993263,AI/ML,Consulting,4.288924648,Placed
6.159887408,0,Tier 1,Canada,300+,2,90.6777349,100,Core CS,Finance,4.1857406,Not Placed
7.605996119,1,Tier 1,Canada,100-300,1,53.24854539,54.09722685,Data Science,Manufacturing,5.619328988,Placed
8.096428915,0,Tier 3,India,100-300,1,87.93155359,68.53020288,Data Science,Other,8.347275491,Placed
7.55616232,0,Tier 3,Canada,Top 100,1,71.45087866,91.8918827,Cybersecurity,Healthcare,6.700075291,Placed
7.227000819,1,Tier 3,Canada,100-300,2,85.64378541,73.87227522,Cybersecurity,Manufacturing,4.515559144,Placed
6.209701327,1,Tier 1,Germany,300+,2,100,79.03850882,Core CS,Healthcare,4.503066927,Placed
6.322519227,5,Tier 1,UK,300+,0,62.21746069,84.31961501,AI/ML,Tech,4.622850864,Not Placed
7.999695124,3,Tier 2,Canada,300+,1,63.36125501,44.29413796,Data Science,Tech,4.436527812,Placed
7.623479203,2,Tier 3,India,300+,3,55.80797251,82.23688404,Data Science,Healthcare,7.092595098,Placed
6.968784384,1,Tier 3,Germany,300+,1,83.00078368,50.41169731,Data Science,Manufacturing,6.856420571,Not Placed
6.665672363,1,Tier 3,USA,100-300,2,82.28705759,49.29559582,AI/ML,Healthcare,5.225129867,Not Placed
5.379353702,1,Tier 1,USA,Top 100,0,96.50002055,72.46868525,Cloud,Finance,6.77790322,Placed
6.143318065,0,Tier 3,India,300+,1,79.56859109,54.00926719,AI/ML,Healthcare,3.910043723,Not Placed
8.52913527,0,Tier 3,UK,100-300,2,48.73921839,70.96812171,Cybersecurity,Manufacturing,6.223159561,Placed
5.975635543,2,Tier 1,USA,300+,0,92.4448116,68.77903843,AI/ML,Healthcare,6.567856636,Not Placed
7.151583857,0,Tier 2,UK,100-300,0,74.82166375,54.20136736,Data Science,Manufacturing,5.949381012,Placed
7.805955179,3,Tier 2,Canada,300+,0,66.19920729,50.75531114,AI/ML,Healthcare,7.728045689,Not Placed
5.996061866,4,Tier 1,Canada,100-300,2,56.42022217,58.00529022,Data Science,Healthcare,5.487309078,Not Placed
7.14776838,2,Tier 2,Canada,100-300,0,84.11959039,71.85037687,Data Science,Tech,4.777640197,Placed
7.75033243,0,Tier 3,USA,300+,1,49.10252434,100,Cloud,Consulting,3.547719776,Placed
7.009999458,1,Tier 3,USA,300+,0,97.30006628,44.30883948,Data Science,Healthcare,4.335320716,Not Placed
9.294722445,0,Tier 3,UK,100-300,1,69.70734114,48.41611284,Core CS,Manufacturing,6.976548827,Placed
5.665120593,2,Tier 2,UK,Top 100,1,36.94079203,78.81212415,Core CS,Consulting,6.120588104,Placed
7.846982824,2,Tier 2,India,300+,1,75.56988498,51.49943471,AI/ML,Consulting,2.231376976,Placed
6.86175861,0,Tier 2,Canada,300+,1,73.77792527,64.36329102,Data Science,Finance,4.12702037,Placed
7.617536124,0,Tier 2,Germany,100-300,2,67.12219554,73.49628825,Cybersecurity,Finance,5.881114051,Placed
7.353045721,0,Tier 1,Germany,Top 100,0,97.16525806,79.68103088,Core CS,Healthcare,5.391429827,Placed
6.413475042,0,Tier 3,Canada,Top 100,1,86.30082226,59.72815988,Core CS,Manufacturing,3.671415081,Placed
7.183197114,0,Tier 1,India,Top 100,1,49.62017137,48.22916943,Data Science,Healthcare,7.323878434,Placed
5.513678839,2,Tier 1,UK,100-300,1,79.07302288,76.87818429,Core CS,Manufacturing,5.89703057,Not Placed
7.482598,3,Tier 1,USA,300+,1,83.46657375,80.23368457,Cloud,Other,8.434226593,Placed
7.238526773,0,Tier 3,India,100-300,1,63.08297264,66.51639692,Cybersecurity,Consulting,4.544960497,Placed
7.510928135,1,Tier 1,India,100-300,2,65.36213068,47.34864424,Cybersecurity,Tech,2.804136968,Placed
7.84649466,0,Tier 2,Canada,100-300,2,69.51339737,87.22389388,Data Science,Healthcare,5.467286041,Placed
7.294095872,1,Tier 3,UK,Top 100,0,47.41250877,78.55229097,Cloud,Consulting,8.108001791,Placed
7.118471536,0,Tier 2,Germany,Top 100,2,64.63769296,62.5596168,Data Science,Healthcare,5.319299141,Placed
6.295145331,2,Tier 1,Germany,100-300,0,70.57132705,66.3540999,Core CS,Manufacturing,5.69200932,Not Placed
6.430223389,1,Tier 2,Germany,100-300,0,87.01851503,93.03966824,Data Science,Healthcare,5.554195308,Placed
7.949387696,1,Tier 1,India,100-300,2,60.37686018,82.64267167,Cloud,Tech,3.319270799,Placed
8.149068325,1,Tier 1,USA,Top 100,1,71.11789838,81.94928138,Core CS,Healthcare,3.913168319,Placed
6.809511651,2,Tier 3,UK,300+,1,55.77219877,94.58046738,Core CS,Consulting,4.099372439,Not Placed
7.036802198,1,Tier 1,USA,300+,0,58.63015379,80.61543418,Cybersecurity,Other,4.601522185,Not Placed
6.2763085,2,Tier 2,Germany,300+,3,58.31566625,45.02857262,Cloud,Consulting,6.264119158,Placed
7.938205476,2,Tier 2,USA,100-300,3,62.28411262,45.48108199,Core CS,Consulting,4.130550793,Not Placed
7.532333459,0,Tier 1,India,100-300,0,72.04947207,60.68937598,Core CS,Tech,1.484352447,Placed
8.552973949,0,Tier 2,Canada,300+,0,77.3874424,63.49707317,Core CS,Tech,4.16510845,Placed
6.297341538,3,Tier 1,USA,300+,0,84.2379897,60.02994536,Cloud,Other,4.102037076,Not Placed
6.697593681,1,Tier 2,USA,300+,3,50.91183243,69.76188386,Cloud,Tech,6.923185287,Placed
7.185156738,0,Tier 2,USA,100-300,2,76.00585628,62.55180586,Data Science,Finance,3.830332662,Placed
7.51719163,1,Tier 1,Germany,Top 100,0,47.54669324,52.11996094,Core CS,Other,1,Placed
6.82746589,2,Tier 2,USA,100-300,1,30,39.23002435,Cybersecurity,Consulting,3.519359703,Not Placed
6.301631128,1,Tier 1,UK,Top 100,0,75.57622583,62.75260721,AI/ML,Consulting,4.812307607,Placed
7.705126023,3,Tier 2,India,100-300,1,73.00281704,93.72876834,Cloud,Tech,1.697266944,Not Placed
7.57690829,1,Tier 3,UK,100-300,0,85.27766594,84.14657275,Cybersecurity,Finance,6.047731473,Placed
6.26698072,0,Tier 2,UK,300+,1,54.73293792,81.94022449,Cybersecurity,Other,5.461991538,Placed
8.084354241,1,Tier 3,Germany,300+,3,63.28749604,73.96144756,AI/ML,Other,5.348898136,Placed
7.936158967,0,Tier 2,USA,Top 100,2,76.09849179,58.8040702,Cloud,Finance,6.030528952,Placed
7.107437198,1,Tier 3,India,Top 100,2,65.21628938,75.85695139,Cloud,Tech,4.332331266,Placed
7.06367829,2,Tier 1,India,100-300,1,65.82318267,64.4057306,Data Science,Finance,4.025040253,Not Placed
7.443246217,3,Tier 3,India,300+,2,74.80438783,68.35554546,Cloud,Tech,4.191151558,Not Placed
6.310637544,1,Tier 2,USA,300+,4,85.04299413,75.62361804,Cybersecurity,Consulting,4.308972711,Placed
7.024025183,0,Tier 3,India,300+,0,90.2715027,72.88891853,Data Science,Healthcare,8.026976502,Not Placed
5.278093164,1,Tier 3,India,300+,1,81.19701157,60.11639122,Core CS,Consulting,3.346851947,Not Placed
7.701164516,2,Tier 2,Canada,100-300,1,57.08105428,55.13737133,Cloud,Consulting,6.353393893,Placed
5.750805422,2,Tier 3,Canada,100-300,1,53.55584384,88.16587797,Data Science,Manufacturing,3.165958177,Not Placed
8.202735863,1,Tier 2,India,300+,0,100,60.41349115,AI/ML,Consulting,5.32703805,Placed
6.735903925,1,Tier 2,UK,300+,2,62.92900959,98.51389629,Core CS,Manufacturing,4.811391424,Placed
6.830666414,3,Tier 2,USA,100-300,2,64.98737035,72.56151485,AI/ML,Finance,1,Not Placed
6.497812875,3,Tier 1,UK,100-300,2,70.44783551,78.91409197,AI/ML,Tech,5.025809779,Placed
6.769568901,1,Tier 2,UK,100-300,2,46.55056112,60.05960771,Cybersecurity,Finance,3.86636999,Placed
8.134825076,0,Tier 3,USA,300+,2,55.55176435,58.5323569,Cloud,Other,2.725704721,Placed
5.009753075,2,Tier 3,USA,300+,2,77.90449267,31.38506342,Cybersecurity,Finance,4.739853331,Not Placed
8.021572309,0,Tier 3,Germany,100-300,1,46.37062686,86.60349991,Cybersecurity,Healthcare,6.906225227,Placed
7.270418785,3,Tier 2,Germany,300+,1,60.23055218,60.6207854,Data Science,Tech,5.103403316,Placed
6.034382682,1,Tier 2,Germany,300+,1,52.3469473,68.21764205,Data Science,Other,6.257846916,Not Placed
6.139750086,1,Tier 1,India,100-300,2,60.16639543,62.88556922,Core CS,Healthcare,7.949636913,Placed
8.341114422,0,Tier 1,India,Top 100,1,64.52513475,74.98106549,Cybersecurity,Other,5.324897156,Placed
6.243594496,1,Tier 1,India,300+,2,82.51333154,59.44992475,Cloud,Healthcare,5.111637664,Placed
6.077319592,4,Tier 2,Germany,100-300,0,82.99134936,62.83855591,AI/ML,Healthcare,5.204936054,Not Placed
7.909851634,1,Tier 3,USA,300+,4,70.39470433,82.05964916,Cybersecurity,Consulting,6.526788204,Placed
7.270842301,1,Tier 1,India,100-300,1,66.90136354,74.68940505,Data Science,Finance,4.003406841,Placed
6.249659539,1,Tier 1,USA,100-300,1,47.66500047,76.88576369,Core CS,Tech,6.352734761,Placed
7.17329998,0,Tier 2,Germany,100-300,2,46.18340917,55.12743804,AI/ML,Consulting,6.651681425,Placed
6.179397853,0,Tier 1,USA,Top 100,0,73.70563532,89.56900576,AI/ML,Healthcare,5.261738324,Placed
7.880657119,0,Tier 2,India,300+,1,88.53902192,69.09682625,Data Science,Healthcare,7.499799436,Placed
7.849096772,0,Tier 1,USA,300+,1,72.5372034,41.04480904,Core CS,Other,6.850651637,Placed
7.425604959,1,Tier 2,Germany,300+,2,71.49681868,77.20814429,Cybersecurity,Healthcare,3.505125537,Placed
7.289328849,1,Tier 3,India,100-300,0,100,51.17378582,Cybersecurity,Healthcare,5.1348907,Placed
8.4089505,0,Tier 2,India,300+,1,80.48986572,70.19005965,Cybersecurity,Manufacturing,6.671724807,Placed
6.999749062,2,Tier 3,Germany,300+,1,50.46351429,47.18994837,AI/ML,Manufacturing,6.598463311,Not Placed
6.0545007,1,Tier 2,UK,300+,0,51.51352419,69.54522157,Cloud,Other,1,Not Placed
7.35957913,0,Tier 2,Canada,300+,1,62.54354256,66.46585,AI/ML,Healthcare,4.946797274,Not Placed
8.66883764,1,Tier 3,Germany,Top 100,1,52.99735354,59.59370165,Core CS,Manufacturing,7.360660772,Placed
6.188192405,0,Tier 2,USA,Top 100,0,60.41246728,100,Data Science,Tech,6.307680388,Placed
6.710829787,1,Tier 1,UK,300+,3,69.72459055,51.98723606,Cloud,Healthcare,2.628225516,Placed
7.33315683,0,Tier 1,Germany,300+,0,50.75018426,61.4591507,AI/ML,Manufacturing,3.713714436,Placed
6.956876121,2,Tier 3,Canada,300+,2,69.31066569,50.81000572,Data Science,Manufacturing,5.605156507,Placed
6.214157136,2,Tier 2,India,Top 100,1,72.81035729,77.45894646,Data Science,Finance,4.595349516,Not Placed
7.897486285,2,Tier 2,Canada,100-300,1,100,83.04334171,Cloud,Finance,4.92486544,Placed
8.856032578,0,Tier 1,Canada,300+,1,67.11167612,76.08373872,AI/ML,Tech,5.616827311,Placed
7.156905167,2,Tier 1,Germany,Top 100,1,62.90928458,73.36648046,AI/ML,Other,4.687187612,Placed
6.276745368,4,Tier 3,India,Top 100,1,97.90420344,76.51150222,Data Science,Healthcare,4.282453446,Placed
5.76083158,1,Tier 3,India,100-300,0,47.37862736,61.90021672,Cloud,Finance,5.515081151,Placed
7.206380785,1,Tier 2,Canada,Top 100,1,100,49.90843969,Cybersecurity,Healthcare,6.254507768,Placed
7.883101875,1,Tier 1,Germany,Top 100,0,74.85421143,51.63472675,AI/ML,Finance,5.385461619,Not Placed
7.380134197,0,Tier 3,India,100-300,2,86.85869584,57.51482883,AI/ML,Other,7.068629044,Placed
6.998076927,2,Tier 2,India,100-300,4,64.43818483,82.12855921,Core CS,Healthcare,4.127587428,Placed
6.528582679,1,Tier 3,USA,Top 100,0,49.1192283,62.00025606,Data Science,Manufacturing,4.977041014,Placed
6.126269094,2,Tier 1,Canada,300+,0,51.55562132,70.12142976,Core CS,Manufacturing,4.434357303,Not Placed
7.667801061,2,Tier 2,UK,100-300,0,76.77800376,83.80953895,Cloud,Other,2.999649278,Not Placed
7.731017297,1,Tier 3,Canada,100-300,4,98.98729736,94.40854135,Data Science,Tech,6.05943098,Placed
5.763416171,2,Tier 2,Germany,300+,0,52.96013929,76.34878607,Cybersecurity,Consulting,6.351042464,Not Placed
8.271871183,0,Tier 3,India,300+,3,72.83758787,62.4435356,Cloud,Manufacturing,6.644402903,Placed
7.459256977,1,Tier 2,India,100-300,4,47.224457,42.90895277,Data Science,Finance,5.526956263,Placed
8.119675716,2,Tier 1,USA,100-300,3,88.24777798,74.7583053,Data Science,Other,3.044688964,Placed
5.926297801,3,Tier 3,India,Top 100,0,74.88598762,71.90864549,Core CS,Healthcare,5.709401371,Placed
5.907340676,3,Tier 1,India,300+,1,45.04888012,68.73582919,Cybersecurity,Healthcare,7.424417706,Placed
6.880824552,1,Tier 3,UK,Top 100,1,73.50551483,56.99428054,Cybersecurity,Tech,4.798715625,Placed
7.402227542,1,Tier 3,Canada,Top 100,0,76.74017132,71.40821194,Cloud,Manufacturing,5.299053344,Placed
8.437088658,0,Tier 3,India,100-300,0,86.92731088,72.68064039,AI/ML,Consulting,7.336098342,Placed
7.564863131,3,Tier 3,Germany,Top 100,0,76.37978745,58.24446706,Core CS,Consulting,5.309679992,Not Placed
6.805854979,3,Tier 2,UK,300+,1,30,41.15705519,Core CS,Consulting,4.675402669,Not Placed
6.178904634,2,Tier 2,UK,Top 100,1,37.36157835,65.95289321,AI/ML,Consulting,4.754252894,Placed
7.984000458,1,Tier 3,USA,Top 100,1,77.08792804,80.63037936,Core CS,Other,6.48601118,Placed
6.228235659,1,Tier 1,Germany,300+,1,41.58481436,62.11167493,AI/ML,Manufacturing,6.154387835,Not Placed
8.302774844,3,Tier 1,UK,100-300,4,100,64.99206141,Cloud,Manufacturing,2.194170868,Not Placed
6.77249228,1,Tier 2,Canada,Top 100,1,73.2177847,69.64540843,Data Science,Consulting,5.945930121,Placed
8.272465658,0,Tier 1,Germany,100-300,1,78.45559978,83.001095,Data Science,Healthcare,5.617036652,Placed
7.543145032,1,Tier 3,Canada,100-300,0,61.69624716,49.12846242,Cybersecurity,Healthcare,3.977985511,Not Placed
6.890403608,0,Tier 2,USA,300+,3,72.62625281,58.98584908,Core CS,Other,7.113590793,Placed
6.584482903,1,Tier 1,USA,100-300,1,100,42.73183216,Core CS,Healthcare,5.856790976,Not Placed
6.727273698,0,Tier 2,India,100-300,2,66.11625921,58.12457794,Core CS,Finance,2.956363862,Placed
7.342653354,0,Tier 3,Canada,Top 100,4,78.62748859,37.17504607,Data Science,Manufacturing,6.211992059,Placed
7.061725197,0,Tier 3,Canada,300+,1,81.76151772,57.83805911,Data Science,Healthcare,6.773544941,Not Placed
6.524950874,0,Tier 1,USA,Top 100,0,55.29267654,84.9173625,Data Science,Manufacturing,3.697784219,Placed
6.867494872,1,Tier 3,Canada,100-300,2,71.77226868,61.68591041,Cybersecurity,Consulting,5.284246917,Not Placed
7.062861624,1,Tier 2,Germany,100-300,3,74.92665676,68.88488248,AI/ML,Manufacturing,4.894816667,Placed
5.297012724,3,Tier 2,India,300+,0,89.93434218,51.28766879,AI/ML,Consulting,4.513886504,Not Placed
7.366534492,2,Tier 3,India,300+,2,63.31634052,74.27483093,Core CS,Other,4.631603459,Not Placed
6.21622302,2,Tier 1,Germany,Top 100,0,44.7094482,65.5097464,AI/ML,Tech,4.101763492,Placed
6.077334077,0,Tier 2,UK,300+,2,91.13240317,59.41374531,AI/ML,Manufacturing,5.653424651,Not Placed
5.650124522,1,Tier 2,Canada,Top 100,1,72.23229702,84.55714294,Data Science,Finance,4.765527335,Placed
5.564886002,2,Tier 1,UK,100-300,1,81.44640705,58.77866708,Data Science,Manufacturing,5.729866186,Not Placed
5.915641998,1,Tier 1,UK,Top 100,1,79.72710852,84.90897749,AI/ML,Manufacturing,6.286310233,Placed
6.432783234,1,Tier 1,Canada,300+,3,98.36085917,53.09728795,AI/ML,Healthcare,7.243872687,Placed
8.56260731,0,Tier 2,USA,100-300,2,75.29389326,79.88685313,Core CS,Tech,4.328609482,Placed
6.579296259,0,Tier 1,Canada,Top 100,1,86.72468464,85.18386575,Cybersecurity,Healthcare,6.835946891,Placed
7.142200085,4,Tier 2,USA,Top 100,0,77.57930535,40.72991856,Data Science,Consulting,5.734239068,Not Placed
7.320385109,0,Tier 2,Germany,100-300,1,70.38495653,30.85002075,Data Science,Tech,5.375646331,Placed
7.104852149,2,Tier 3,USA,300+,0,98.3544612,78.35723802,Core CS,Tech,5.523134595,Placed
6.938045231,2,Tier 2,UK,300+,1,88.6813939,65.10109472,Data Science,Other,4.783026358,Not Placed
6.043764989,0,Tier 3,UK,100-300,1,59.39739631,75.94817059,Cybersecurity,Tech,2.316332693,Placed
8.160742039,0,Tier 1,UK,300+,1,74.04127933,55.87404933,Core CS,Manufacturing,6.591706053,Not Placed
8.445757315,0,Tier 3,USA,Top 100,1,70.94013325,89.31439789,Cloud,Healthcare,6.307509237,Placed
5.653873045,2,Tier 1,UK,300+,0,68.92915868,78.20710482,Data Science,Consulting,5.062615967,Not Placed
6.180777127,1,Tier 3,India,100-300,2,77.58546736,75.08583447,AI/ML,Manufacturing,2.551507025,Not Placed
6.776151726,4,Tier 2,Canada,100-300,1,75.31960042,57.53303859,AI/ML,Finance,5.196372467,Not Placed
